""	"tw"	"ira"	"e401"	"nifa"	"inc"	"hmort"	"hval"	"hequity"	"educ"	"male"	"twoearn"	"nohs"	"hs"	"smcol"	"col"	"age"	"fsize"	"marr"
"313"	-562	0	0	238	16236	102000	102000	0	14	0	0	0	0	1	0	29	3	0
"314"	124900	0	0	4900	28440	0	120000	120000	15	0	0	0	0	1	0	58	2	1
"315"	8800	0	0	1000	36090	83000	90000	7000	12	0	1	0	1	0	0	26	2	1
"316"	46450	0	0	4450	27	15000	58000	43000	16	0	0	0	0	0	1	50	3	1
"317"	5110	0	0	410	41130	55000	60000	5000	14	0	1	0	0	1	0	28	2	1
"318"	75200	0	0	200	20490	75000	150000	75000	12	0	1	0	1	0	0	58	4	1
"319"	0	0	0	0	14040	0	0	0	12	0	0	0	1	0	0	52	1	0
"320"	128699	0	0	53699	54963	0	75000	75000	12	0	0	0	1	0	0	55	2	1
"321"	37	0	0	1137	33219	0	0	0	12	0	0	0	1	0	0	30	2	1
"322"	120946	0	0	27196	49509	111500	160000	48500	18	0	0	0	0	0	1	57	1	0
"323"	3200	0	0	125	10161	0	0	0	15	0	0	0	0	1	0	25	1	0
"324"	40375	0	0	5000	11628	61000	90000	29000	17	0	0	0	0	0	1	35	3	0
"325"	93326	11694	0	11982	35247	0	0	0	12	1	0	0	1	0	0	38	1	0
"326"	700	0	0	200	21399	0	0	0	10	1	0	1	0	0	0	32	1	0
"327"	8549	4000	0	7549	33477	0	0	0	12	0	0	0	1	0	0	56	4	1
"328"	6499	0	0	4999	34647	0	0	0	15	1	0	0	0	1	0	35	1	0
"329"	336200	0	0	70000	100329	13000	225000	212000	15	0	1	0	0	1	0	58	3	1
"330"	16550	0	0	2150	20526	32000	48000	16000	12	0	0	0	1	0	0	31	3	1
"331"	241350	26500	0	106300	73710	145000	145000	0	18	0	0	0	0	0	1	43	2	1
"332"	216000	25000	0	9000	54900	137000	210000	73000	18	0	0	0	0	0	1	39	3	1
"333"	62999	0	0	2999	16092	0	60000	60000	8	0	0	1	0	0	0	56	4	1
"334"	52504	0	0	13004	28554	47500	58000	10500	14	0	0	0	0	1	0	42	3	1
"335"	53625	0	0	2550	38136	68000	125000	57000	14	0	1	0	0	1	0	33	4	1
"336"	80300	0	0	0	24084	12000	60000	48000	5	0	1	1	0	0	0	40	6	1
"337"	61826	0	0	15226	85092	50900	100000	49100	13	0	1	0	0	1	0	38	4	1
"338"	63899	307	0	3092	15645	75000	135000	60000	16	1	0	0	0	0	1	36	1	0
"339"	57000	0	0	15000	35610	62000	95000	33000	18	0	0	0	0	0	1	46	2	1
"340"	12000	0	0	12000	44070	0	0	0	12	0	0	0	1	0	0	25	5	1
"341"	1000	0	0	1000	14460	0	0	0	12	0	0	0	1	0	0	36	4	1
"342"	72739	0	0	14049	30429	15500	75000	59500	13	0	0	0	0	1	0	62	2	1
"343"	65400	0	0	12400	23550	0	8000	8000	12	0	0	0	1	0	0	31	3	1
"344"	17740	0	0	0	14280	4000	20000	16000	10	0	0	1	0	0	0	33	5	1
"345"	112050	12000	0	25000	28875	0	70000	70000	12	0	0	0	1	0	0	45	2	0
"346"	46800	0	0	800	37755	53500	100000	46500	12	0	1	0	1	0	0	56	2	1
"347"	1535	0	0	0	8670	0	0	0	12	0	0	0	1	0	0	35	3	0
"348"	750	0	0	250	6000	10000	14000	4000	13	0	0	0	0	1	0	35	2	1
"349"	22800	0	0	100	21891	20800	50000	29200	13	1	1	0	0	1	0	28	5	1
"350"	14325	0	0	150	15144	7200	22000	14800	10	0	0	1	0	0	0	46	3	0
"351"	-7047	0	0	153	7320	0	0	0	16	0	0	0	0	0	1	31	2	0
"352"	182	0	0	182	10929	0	0	0	12	1	0	0	1	0	0	32	1	0
"353"	-4852	0	0	27	10590	41129	42000	871	12	0	0	0	1	0	0	47	3	0
"354"	50025	0	0	50025	64560	0	0	0	16	0	1	0	0	0	1	29	2	1
"355"	63575	0	0	1400	18936	21000	80000	59000	8	1	0	1	0	0	0	59	3	1
"356"	220250	9300	0	79450	34035	0	120000	120000	16	1	0	0	0	0	1	54	1	0
"357"	21149	0	0	649	16077	15000	35000	20000	12	0	0	0	1	0	0	35	4	1
"358"	60000	0	0	0	16350	0	60000	60000	12	0	0	0	1	0	0	51	3	0
"359"	149600	0	0	10000	50970	125000	270000	145000	15	0	0	0	0	1	0	32	2	1
"360"	18830	0	0	2830	35832	57500	73500	16000	18	0	1	0	0	0	1	32	4	1
"361"	560	0	0	560	19152	0	0	0	14	0	1	0	0	1	0	28	3	1
"362"	90750	0	0	350	14892	0	90000	90000	14	0	1	0	0	1	0	29	2	1
"363"	23325	0	0	825	19362	20000	40000	20000	12	0	0	0	1	0	0	34	5	1
"364"	35475	0	0	4100	21306	107500	135000	27500	14	0	0	0	0	1	0	32	1	0
"365"	6200	0	0	1200	24348	29000	29000	0	13	0	1	0	0	1	0	26	2	1
"366"	21000	0	0	0	12000	49000	70000	21000	9	0	0	1	0	0	0	41	5	1
"367"	0	0	0	0	24882	22000	25000	3000	11	0	1	1	0	0	0	49	3	1
"368"	-627	0	0	3	12750	0	0	0	10	0	0	1	0	0	0	36	3	1
"369"	13174	4000	0	1599	18090	0	0	0	9	0	0	1	0	0	0	64	1	0
"370"	188199	6500	0	6699	34191	25000	200000	175000	12	1	0	0	1	0	0	53	4	1
"371"	430574	0	0	122499	60150	0	300000	300000	18	1	0	0	0	0	1	61	2	0
"372"	62958	0	0	11043	54981	84000	130000	46000	12	0	1	0	1	0	0	50	2	1
"373"	-11300	0	0	200	15513	0	0	0	15	0	1	0	0	1	0	44	4	1
"374"	-2796	0	0	204	12816	0	0	0	10	0	0	1	0	0	0	31	7	1
"375"	29900	0	0	200	8382	0	30000	30000	12	0	0	0	1	0	0	61	2	1
"376"	260000	0	0	40000	14100	45000	285000	240000	12	0	0	0	1	0	0	62	3	1
"377"	3000	0	0	3000	43410	0	0	0	12	0	1	0	1	0	0	41	4	1
"378"	149	0	0	899	15669	0	0	0	12	0	1	0	1	0	0	28	5	1
"379"	329499	18000	0	159999	61476	0	135000	135000	16	0	1	0	0	0	1	63	2	1
"380"	4600	1800	0	2400	30210	0	0	0	16	1	0	0	0	0	1	30	2	0
"381"	16999	0	0	499	15780	14000	30000	16000	10	0	0	1	0	0	0	45	2	0
"382"	-200	0	0	0	8640	0	0	0	12	0	0	0	1	0	0	27	1	0
"383"	-2375	0	0	0	18000	0	0	0	18	0	0	0	0	0	1	26	1	0
"384"	4596	0	0	9000	25200	0	0	0	12	0	0	0	1	0	0	28	1	0
"385"	75000	0	0	0	48900	0	75000	75000	12	1	1	0	1	0	0	34	4	1
"386"	-7322	0	0	9	23067	38000	38000	0	10	0	1	1	0	0	0	47	4	1
"387"	-1400	0	0	100	28350	0	0	0	12	0	1	0	1	0	0	42	5	1
"388"	22500	0	0	100	30324	35000	50000	15000	12	0	0	0	1	0	0	31	4	1
"389"	-20	0	0	20	10272	0	0	0	12	1	0	0	1	0	0	30	1	0
"390"	69400	0	0	12500	50388	95500	150000	54500	15	0	1	0	0	1	0	31	2	1
"391"	249	0	0	199	22692	0	0	0	12	0	0	0	1	0	0	44	1	0
"392"	13559	0	0	59	30333	35500	48000	12500	14	0	0	0	0	1	0	43	3	0
"393"	19500	6000	0	6550	30954	40000	50000	10000	12	0	1	0	1	0	0	55	2	1
"394"	-117200	0	0	0	14790	0	0	0	6	0	0	1	0	0	0	39	5	1
"395"	-2100	0	0	0	2025	0	0	0	16	1	0	0	0	0	1	26	1	0
"396"	6000	0	0	1000	48360	67000	68000	1000	13	0	1	0	0	1	0	39	4	1
"397"	5700	0	0	700	34800	0	0	0	10	0	1	1	0	0	0	34	3	1
"398"	77250	0	0	800	36798	11400	70000	58600	15	0	1	0	0	1	0	64	2	1
"399"	59498	0	0	67498	64203	0	0	0	12	0	1	0	1	0	0	46	5	1
"400"	1647	0	0	1700	26610	0	0	0	16	0	0	0	0	0	1	25	1	0
"401"	200	0	0	200	12900	0	0	0	9	1	0	1	0	0	0	41	1	0
"402"	280	0	0	0	12723	0	0	0	10	0	0	1	0	0	0	56	3	0
"403"	27030	0	0	430	35034	0	40000	40000	14	0	1	0	0	1	0	44	4	1
"404"	800	0	0	800	26661	0	0	0	11	0	0	1	0	0	0	45	4	1
"405"	-8425	0	0	175	28809	0	0	0	14	0	0	0	0	1	0	27	3	1
"406"	56253	0	0	200	34965	78000	130000	52000	17	0	0	0	0	0	1	44	3	0
"407"	4999	0	0	4999	41100	0	0	0	16	1	0	0	0	0	1	49	1	1
"408"	-300	0	0	0	17430	0	0	0	12	0	0	0	1	0	0	61	4	0
"409"	22000	0	0	0	13770	0	22000	22000	3	0	0	1	0	0	0	53	3	1
"410"	26250	0	0	0	6282	15000	40000	25000	9	0	0	1	0	0	0	52	2	0
"411"	4943	0	0	200	30804	0	0	0	16	0	0	0	0	0	1	35	1	0
"412"	850	0	0	3600	25020	0	0	0	15	1	0	0	0	1	0	36	1	0
"413"	500	0	0	0	11040	0	0	0	12	0	0	0	1	0	0	38	4	0
"414"	800	0	0	50	16800	0	0	0	11	0	0	1	0	0	0	29	3	0
"415"	500	0	0	500	25008	0	0	0	3	0	1	1	0	0	0	57	3	1
"416"	18000	0	0	0	21990	7000	25000	18000	12	0	1	0	1	0	0	26	5	1
"417"	39940	0	0	19940	74568	130000	150000	20000	18	0	1	0	0	0	1	33	2	1
"418"	15175	0	0	4400	63288	0	0	0	15	0	1	0	0	1	0	36	2	1
"419"	25450	7250	0	18200	55326	0	0	0	18	1	0	0	0	0	1	55	1	0
"420"	118500	0	0	106700	36489	18000	32000	14000	18	0	0	0	0	0	1	42	3	1
"421"	-22838	0	0	330	17022	0	0	0	18	0	0	0	0	0	1	34	1	0
"422"	157099	0	0	149	36000	29000	180000	151000	12	1	1	0	1	0	0	43	3	1
"423"	22025	0	0	4900	16860	16000	25000	9000	14	1	0	0	0	1	0	26	1	0
"424"	9992	0	0	8000	14880	0	0	0	16	1	0	0	0	0	1	31	1	0
"425"	0	0	0	0	3825	0	0	0	12	0	0	0	1	0	0	44	1	0
"426"	110000	12000	0	100000	46791	0	0	0	16	1	0	0	0	0	1	39	4	1
"427"	51299	0	0	19999	26856	0	30000	30000	12	0	1	0	1	0	0	52	2	1
"428"	119900	0	0	10500	41982	9200	34000	24800	14	0	0	0	0	1	0	38	4	0
"429"	12000	0	0	3000	57924	0	0	0	12	0	0	0	1	0	0	47	4	1
"430"	5500	0	0	2000	31308	0	0	0	12	1	0	0	1	0	0	27	1	0
"431"	11875	0	0	1575	17310	0	0	0	12	1	0	0	1	0	0	25	1	0
"432"	43604	0	0	1	8640	0	28000	28000	12	0	0	0	1	0	0	36	3	0
"433"	500	0	0	0	5280	7000	7000	0	12	1	0	0	1	0	0	26	1	0
"434"	0	0	0	0	8670	0	0	0	12	0	0	0	1	0	0	31	4	1
"435"	164750	0	0	8250	58830	0	90000	90000	16	0	0	0	0	0	1	60	2	1
"436"	50564	0	0	600	21648	52000	96065	44065	12	0	0	0	1	0	0	49	3	0
"437"	16400	0	0	1500	37257	36000	44000	8000	18	0	1	0	0	0	1	25	2	1
"438"	-7550	0	0	2000	17952	0	0	0	12	0	0	0	1	0	0	42	3	0
"439"	-1900	0	0	100	22011	9000	9000	0	9	0	0	1	0	0	0	31	7	1
"440"	8500	0	0	0	30240	42500	50000	7500	12	0	1	0	1	0	0	48	2	1
"441"	55021	0	0	5021	9600	0	50000	50000	12	0	0	0	1	0	0	54	3	1
"442"	61287	0	0	5935	28317	10000	60000	50000	11	1	0	1	0	0	0	53	2	1
"443"	-4470	0	0	10	53205	90650	90650	0	6	0	1	1	0	0	0	42	5	1
"444"	51100	0	0	1700	27465	0	50000	50000	16	0	0	0	0	0	1	52	4	1
"445"	500	0	0	0	4800	0	0	0	12	0	0	0	1	0	0	46	2	0
"446"	46899	0	0	3299	33300	78900	125000	46100	12	0	1	0	1	0	0	39	4	1
"447"	300000	56000	0	84000	160200	150000	300000	150000	14	0	1	0	0	1	0	46	6	1
"448"	-14718	260	0	3022	39528	0	0	0	10	1	1	1	0	0	0	55	2	1
"449"	86650	0	0	16500	25611	0	35000	35000	9	0	0	1	0	0	0	63	2	1
"450"	74055	2330	0	9725	41757	70000	130000	60000	12	0	0	0	1	0	0	34	4	1
"451"	-19240	0	0	275	13800	0	0	0	18	0	0	0	0	0	1	32	1	0
"452"	100000	0	0	30000	8850	0	70000	70000	4	0	0	1	0	0	0	55	2	0
"453"	550	0	0	0	17280	0	0	0	12	0	0	0	1	0	0	36	3	0
"454"	0	0	0	0	11340	0	0	0	14	0	0	0	0	1	0	33	4	0
"455"	59540	0	0	540	7767	0	60000	60000	12	0	0	0	1	0	0	46	5	1
"456"	185199	90000	0	35499	57984	0	60000	60000	16	0	1	0	0	0	1	56	2	1
"457"	-3700	0	0	1500	43518	0	0	0	12	0	1	0	1	0	0	27	3	1
"458"	1500	0	0	0	17448	0	0	0	8	1	0	1	0	0	0	58	1	0
"459"	16450	0	0	250	28869	25000	36400	11400	13	0	0	0	0	1	0	34	4	1
"460"	534300	39000	0	21400	23706	0	175000	175000	12	0	0	0	1	0	0	58	2	1
"461"	42964	0	0	749	19701	30000	57000	27000	6	0	1	1	0	0	0	28	4	1
"462"	-792	1520	0	28	15186	5000	8000	3000	9	1	0	1	0	0	0	36	4	1
"463"	7449	0	0	1549	32022	0	0	0	14	0	0	0	0	1	0	35	3	1
"464"	1900	0	0	4900	20730	0	0	0	14	0	1	0	0	1	0	28	4	1
"465"	8300	0	0	3000	32430	78000	85000	7000	14	1	1	0	0	1	0	30	3	1
"466"	356200	10000	0	2500	134490	150000	300000	150000	18	1	1	0	0	0	1	49	5	1
"467"	53050	0	0	750	11610	0	50000	50000	12	0	0	0	1	0	0	44	1	0
"468"	58199	0	0	3199	36390	0	50000	50000	12	0	1	0	1	0	0	46	4	1
"469"	-750	0	0	300	14877	0	0	0	12	1	0	0	1	0	0	33	1	0
"470"	25950	0	0	1950	33792	19500	45000	25500	17	0	0	0	0	0	1	47	6	1
"471"	20100	0	0	100	29808	32000	55000	23000	12	0	0	0	1	0	0	43	3	1
"472"	-6795	0	0	1455	26940	0	0	0	18	1	0	0	0	0	1	27	1	0
"473"	404247	21400	0	32847	22488	150000	300000	150000	12	0	0	0	1	0	0	52	3	1
"474"	31659	3534	0	1175	42429	76500	99950	23450	13	1	1	0	0	1	0	34	2	1
"475"	19700	0	0	1300	33600	0	0	0	14	0	1	0	0	1	0	29	4	1
"476"	57980	9600	0	2980	64956	80000	100000	20000	18	0	1	0	0	0	1	59	3	1
"477"	185400	4200	0	9200	59664	26000	200000	174000	14	0	1	0	0	1	0	44	5	1
"478"	8500	0	0	500	47682	80000	90000	10000	12	0	0	0	1	0	0	42	4	1
"479"	200	0	0	200	53520	0	0	0	13	0	1	0	0	1	0	34	3	1
"480"	39000	0	0	0	46080	20000	59000	39000	16	0	1	0	0	0	1	41	5	1
"481"	576200	1850	0	50350	65028	0	125000	125000	12	0	0	0	1	0	0	62	2	1
"482"	73000	2000	0	11000	67125	0	0	0	16	0	1	0	0	0	1	30	2	1
"483"	-335	0	0	1500	31800	0	0	0	12	1	0	0	1	0	0	28	4	1
"484"	0	0	0	0	16983	0	0	0	12	1	0	0	1	0	0	26	1	0
"485"	58116	4000	0	1700	13974	49000	95000	46000	7	1	0	1	0	0	0	59	3	0
"486"	5900	0	0	5300	19236	0	0	0	17	1	0	0	0	0	1	33	1	0
"487"	975	0	0	1500	12630	0	0	0	12	0	0	0	1	0	0	46	1	0
"488"	-5790	0	0	10	21066	80000	80000	0	14	1	0	0	0	1	0	48	2	0
"489"	1829	0	0	150	17550	0	0	0	13	0	0	0	0	1	0	32	2	1
"490"	131775	0	0	39000	58272	0	85000	85000	11	1	0	1	0	0	0	62	1	0
"491"	350	0	0	500	18000	0	0	0	12	0	0	0	1	0	0	29	1	0
"492"	-609	982	0	85	27486	0	0	0	10	1	0	1	0	0	0	29	6	1
"493"	20777	0	0	16999	33651	0	0	0	14	1	0	0	0	1	0	26	1	0
"494"	-2051	0	0	2149	20205	0	0	0	13	0	0	0	0	1	0	32	5	1
"495"	-10500	0	0	400	67422	0	0	0	12	0	1	0	1	0	0	32	4	1
"496"	139900	0	0	2400	96909	17000	155000	138000	12	0	1	0	1	0	0	53	4	1
"497"	86566	0	0	40000	27621	0	45000	45000	12	0	1	0	1	0	0	56	2	1
"498"	32000	5000	0	4000	61560	67000	90000	23000	16	0	1	0	0	0	1	45	4	1
"499"	70883	0	0	8	9000	0	75000	75000	12	0	0	0	1	0	0	52	2	0
"500"	11725	0	0	9600	18900	0	0	0	12	0	0	0	1	0	0	43	3	0
"501"	14000	0	0	14000	15558	0	0	0	12	0	0	0	1	0	0	63	1	0
"502"	55	0	0	55	32640	0	0	0	12	1	0	0	1	0	0	26	1	0
"503"	46900	0	0	1000	32895	52000	95000	43000	11	0	0	1	0	0	0	46	1	0
"504"	67000	0	0	0	10248	0	0	0	13	0	0	0	0	1	0	27	6	1
"505"	-1882	0	0	18	37662	0	0	0	12	0	1	0	1	0	0	37	11	1
"506"	12856	0	0	856	23976	48000	60000	12000	14	0	0	0	0	1	0	59	2	1
"507"	85734	0	0	734	31386	95000	180000	85000	12	0	0	0	1	0	0	53	3	1
"508"	100500	0	0	0	22941	75000	175000	100000	12	1	0	0	1	0	0	42	4	0
"509"	5700	0	0	200	30186	36000	40000	4000	12	0	1	0	1	0	0	32	2	1
"510"	13500	0	0	0	19800	16500	30000	13500	9	1	0	1	0	0	0	25	1	0
"511"	0	0	0	0	28467	0	0	0	11	0	1	1	0	0	0	31	3	1
"512"	12400	0	0	900	36603	25500	45000	19500	12	0	1	0	1	0	0	42	4	1
"513"	118800	0	0	200	34755	45000	90000	45000	12	0	1	0	1	0	0	53	3	1
"514"	60550	10000	0	6050	9816	0	50000	50000	12	0	0	0	1	0	0	54	1	0
"515"	-25	0	0	0	23382	0	0	0	16	0	0	0	0	0	1	28	1	0
"516"	240850	10000	0	52500	55476	0	115000	115000	12	0	0	0	1	0	0	60	2	0
"517"	500	0	0	0	16800	0	0	0	12	1	0	0	1	0	0	30	1	0
"518"	58412	0	0	350	25488	7500	80000	72500	12	0	1	0	1	0	0	37	4	1
"519"	50224	0	0	1300	52836	22000	72000	50000	12	0	1	0	1	0	0	48	3	1
"520"	12800	8000	0	6000	50529	120000	120000	0	16	0	1	0	0	0	1	31	2	1
"521"	8300	2000	0	125	34455	39000	42000	3000	13	0	1	0	0	1	0	32	3	1
"522"	-2872	0	0	1891	39003	0	0	0	15	0	1	0	0	1	0	27	2	1
"523"	500	0	0	0	12750	0	0	0	10	1	0	1	0	0	0	32	1	0
"524"	-800	0	0	0	15786	0	0	0	12	0	0	0	1	0	0	42	4	0
"525"	17895	17000	0	0	9600	0	0	0	12	1	0	0	1	0	0	35	3	0
"526"	4100	1600	0	0	33225	0	0	0	18	0	0	0	0	0	1	41	1	0
"527"	69222	1000	0	4222	29169	22000	86000	64000	12	0	0	0	1	0	0	53	4	1
"528"	500	0	0	0	9600	0	0	0	12	1	0	0	1	0	0	34	3	0
"529"	9999	0	0	2700	25500	0	0	0	12	0	0	0	1	0	0	28	4	1
"530"	217249	0	0	8999	50919	33750	200000	166250	18	0	1	0	0	0	1	61	3	1
"531"	1190	0	0	90	38319	0	0	0	12	0	1	0	1	0	0	31	3	1
"532"	-500	0	0	700	21000	45000	45000	0	12	0	1	0	1	0	0	53	3	1
"533"	122152	22000	0	999	48660	59700	145000	85300	12	0	0	0	1	0	0	50	3	0
"534"	69883	0	0	5483	26472	6000	65000	59000	12	0	0	0	1	0	0	44	4	1
"535"	-4300	0	0	700	20583	0	0	0	16	0	0	0	0	0	1	43	4	0
"536"	189999	0	0	9999	18450	0	180000	180000	6	0	0	1	0	0	0	64	5	1
"537"	67110	0	0	300	33084	17200	83000	65800	10	0	0	1	0	0	0	45	2	0
"538"	96749	7000	0	19999	45990	0	70000	70000	6	0	1	1	0	0	0	55	5	1
"539"	99803	0	0	678	30636	41500	140000	98500	12	0	0	0	1	0	0	50	2	0
"540"	102500	9000	0	4900	18738	0	90000	90000	11	0	1	1	0	0	0	64	2	1
"541"	55325	0	0	7125	32265	54000	95000	41000	12	0	1	0	1	0	0	35	4	1
"542"	10000	0	0	0	18153	0	0	0	12	0	0	0	1	0	0	49	4	1
"543"	11907	0	0	2082	37965	0	0	0	17	0	0	0	0	0	1	35	1	0
"544"	1000	0	0	0	21216	0	0	0	11	1	0	1	0	0	0	39	1	0
"545"	26900	0	0	400	27648	0	25000	25000	8	0	1	1	0	0	0	45	3	1
"546"	750	0	0	0	1035	0	0	0	16	1	0	0	0	0	1	41	1	0
"547"	246789	23923	0	75866	66528	0	60000	60000	12	0	0	0	1	0	0	61	2	1
"548"	23549	0	0	24999	19491	0	0	0	18	1	0	0	0	0	1	29	1	0
"549"	-6994	0	0	6	35565	0	0	0	12	0	0	0	1	0	0	45	3	0
"550"	-495	0	0	5	10008	0	0	0	12	0	0	0	1	0	0	31	4	0
"551"	29700	0	0	900	18348	15600	45000	29400	6	0	0	1	0	0	0	50	4	0
"552"	206589	22000	0	75664	44640	0	100000	100000	12	0	0	0	1	0	0	58	1	0
"553"	-3705	0	0	20	5232	0	0	0	17	0	0	0	0	0	1	31	1	0
"554"	2691	0	0	499	26022	0	0	0	15	0	0	0	0	1	0	41	2	0
"555"	171300	0	0	3300	63858	125000	300000	175000	12	0	0	0	1	0	0	31	5	1
"556"	23550	0	0	50	23670	21000	40000	19000	10	0	0	1	0	0	0	45	12	1
"557"	144800	2500	0	800	20082	75000	200000	125000	16	0	0	0	0	0	1	49	4	1
"558"	38850	0	0	7250	51198	27000	50000	23000	14	0	1	0	0	1	0	40	2	1
"559"	8599	0	0	10599	43440	0	0	0	16	0	0	0	0	0	1	36	4	1
"560"	0	0	0	0	9900	0	0	0	1	0	0	1	0	0	0	29	3	0
"561"	51574	1125	0	2849	45135	0	45000	45000	12	0	0	0	1	0	0	52	2	1
"562"	31050	0	0	1200	17652	47000	73500	26500	12	0	0	0	1	0	0	38	3	0
"563"	40300	23000	0	17300	27486	0	0	0	14	0	0	0	0	1	0	35	2	1
"564"	-250	0	0	500	24114	0	0	0	9	0	1	1	0	0	0	33	3	1
"565"	15438	4488	0	50	27876	47900	60000	12100	14	0	0	0	0	1	0	34	5	1
"566"	4999	0	0	12499	39000	62000	62000	0	12	1	0	0	1	0	0	37	2	0
"567"	108679	0	0	64500	47292	34000	40000	6000	16	1	0	0	0	0	1	47	1	0
"568"	15500	0	0	14000	34509	0	0	0	12	1	0	0	1	0	0	39	1	0
"569"	50000	0	0	0	25500	0	50000	50000	12	0	0	0	1	0	0	40	6	1
"570"	2999	0	0	1499	39651	63000	63000	0	12	0	0	0	1	0	0	48	2	0
"571"	54349	0	0	49	22953	0	55000	55000	11	1	0	1	0	0	0	58	1	0
"572"	0	0	0	300	5220	0	0	0	18	1	0	0	0	0	1	57	1	0
"573"	46010	0	0	2010	20796	36000	80000	44000	14	0	0	0	0	1	0	62	2	1
"574"	500	0	0	0	3636	0	0	0	9	1	0	1	0	0	0	61	1	0
"575"	28700	0	0	150	14928	16500	40000	23500	12	0	0	0	1	0	0	42	4	0
"576"	7856	0	0	356	31575	27500	35000	7500	12	1	1	0	1	0	0	33	2	1
"577"	0	0	0	0	16200	0	0	0	10	0	1	1	0	0	0	61	2	1
"578"	6978	0	0	1499	31674	86000	86000	0	15	0	0	0	0	1	0	38	1	0
"579"	237000	0	0	6800	37920	80000	300000	220000	15	0	0	0	0	1	0	40	3	0
"580"	11299	0	0	5599	57675	16000	20000	4000	14	1	0	0	0	1	0	36	2	0
"581"	43636	0	0	5136	180858	80000	120000	40000	16	1	1	0	0	0	1	26	3	1
"582"	61849	0	0	8599	916	18500	70000	51500	12	1	0	0	1	0	0	40	1	0
"583"	15362	0	0	0	31500	71400	71400	0	13	0	0	0	0	1	0	38	3	0
"584"	27500	0	0	8000	47463	78000	90000	12000	15	0	1	0	0	1	0	40	2	1
"585"	13800	0	0	10000	53337	57000	58000	1000	18	0	1	0	0	0	1	29	2	1
"586"	114347	22800	0	73622	46743	48000	60000	12000	17	1	0	0	0	0	1	48	1	0
"587"	-5303	0	0	422	32076	0	0	0	3	1	0	1	0	0	0	54	3	0
"588"	-725	0	0	2025	24510	0	0	0	12	0	1	0	1	0	0	30	2	1
"589"	8000	0	0	1000	65400	0	0	0	16	0	1	0	0	0	1	44	4	1
"590"	5372	0	0	4400	20559	0	0	0	14	0	0	0	0	1	0	30	3	0
"591"	36400	4600	0	32300	39351	0	0	0	18	0	0	0	0	0	1	33	1	0
"592"	37666	0	0	1800	34299	0	2000	2000	18	0	0	0	0	0	1	43	2	0
"593"	444699	17000	0	202699	144534	0	20000	20000	18	1	0	0	0	0	1	59	2	1
"594"	3700	0	0	0	28080	75000	75000	0	14	0	1	0	0	1	0	26	4	1
"595"	20000	0	0	0	21735	150000	162000	12000	12	0	1	0	1	0	0	41	4	1
"596"	38000	0	0	4200	45810	85000	120000	35000	12	0	0	0	1	0	0	33	4	1
"597"	33499	10000	0	24999	39150	0	0	0	18	1	0	0	0	0	1	41	1	0
"598"	-5700	0	0	300	31620	0	0	0	14	0	1	0	0	1	0	35	3	1
"599"	112585	0	0	1335	54066	61500	150000	88500	17	0	1	0	0	0	1	39	5	1
"600"	67209	0	0	609	18195	0	58000	58000	12	0	1	0	1	0	0	47	10	1
"601"	-14700	0	0	0	32832	0	0	0	14	1	0	0	0	1	0	40	1	0
"602"	83865	1250	0	1200	68823	20000	85000	65000	12	0	1	0	1	0	0	46	4	1
"603"	25550	0	0	2950	65505	80000	105000	25000	13	0	1	0	0	1	0	34	4	1
"604"	13499	0	0	10999	36600	0	0	0	16	0	0	0	0	0	1	25	1	0
"605"	0	0	0	0	2325	0	0	0	12	0	0	0	1	0	0	41	4	1
"606"	31650	0	0	18850	58245	42500	56000	13500	12	1	1	0	1	0	0	51	2	1
"607"	33900	0	0	1900	37260	58000	90000	32000	18	0	0	0	0	0	1	32	3	1
"608"	422500	20000	0	357500	110892	55000	100000	45000	12	0	1	0	1	0	0	54	2	1
"609"	0	0	0	0	7854	0	0	0	11	0	0	1	0	0	0	46	3	0
"610"	65000	0	0	0	12960	0	65000	65000	12	0	0	0	1	0	0	59	4	1
"611"	250	0	0	500	31860	93000	95000	2000	16	0	0	0	0	0	1	40	3	0
"612"	-300	0	0	0	31086	0	0	0	12	0	1	0	1	0	0	30	4	1
"613"	-8976	0	0	449	21603	0	0	0	12	0	0	0	1	0	0	39	3	0
"614"	500	0	0	0	20400	0	0	0	12	1	0	0	1	0	0	33	1	0
"615"	900	0	0	750	33381	0	0	0	12	1	0	0	1	0	0	29	1	0
"616"	1287	0	0	125	23394	139191	139191	0	12	1	0	0	1	0	0	56	2	0
"617"	38758	8460	0	5298	37710	120000	145000	25000	13	0	0	0	0	1	0	39	2	1
"618"	8350	0	0	150	9150	5000	12000	7000	13	1	0	0	0	1	0	58	1	0
"619"	-605	0	0	0	31659	0	0	0	12	0	1	0	1	0	0	50	3	1
"620"	41200	0	0	2400	47676	37000	41000	4000	17	0	1	0	0	0	1	35	4	1
"621"	18602	0	0	302	43596	20000	40000	20000	14	0	1	0	0	1	0	28	2	1
"622"	204799	0	0	1799	19290	40000	250000	210000	12	0	0	0	1	0	0	27	3	1
"623"	44126	0	0	26	12501	16000	65000	49000	14	0	0	0	0	1	0	44	2	0
"624"	10	0	0	10	27006	0	0	0	12	0	0	0	1	0	0	34	1	0
"625"	293	0	0	1500	32931	0	0	0	12	0	1	0	1	0	0	30	4	1
"626"	114598	7000	0	65598	38361	28000	70000	42000	13	0	0	0	0	1	0	60	2	1
